player,season,top10_home_games_played,top10_home_points_avg,top10_home_rebounds_avg,top10_home_assists_avg,top10_home_steals_avg,top10_home_blocks_avg,top10_home_turnovers_avg,top10_away_games_played,top10_away_points_avg,top10_away_rebounds_avg,top10_away_assists_avg,top10_away_steals_avg,top10_away_blocks_avg,top10_away_turnovers_avg,mid_home_games_played,mid_home_points_avg,mid_home_rebounds_avg,mid_home_assists_avg,mid_home_steals_avg,mid_home_blocks_avg,mid_home_turnovers_avg,mid_away_games_played,mid_away_points_avg,mid_away_rebounds_avg,mid_away_assists_avg,mid_away_steals_avg,mid_away_blocks_avg,mid_away_turnovers_avg,bottom10_home_games_played,bottom10_home_points_avg,bottom10_home_rebounds_avg,bottom10_home_assists_avg,bottom10_home_steals_avg,bottom10_home_blocks_avg,bottom10_home_turnovers_avg,bottom10_away_games_played,bottom10_away_points_avg,bottom10_away_rebounds_avg,bottom10_away_assists_avg,bottom10_away_steals_avg,bottom10_away_blocks_avg,bottom10_away_turnovers_avg
Noah Clowney,2023-24,4.0,6.0,2.75,1.0,0.0,0.25,0.0,4.0,5.25,2.25,1.25,0.25,0.25,0.0,5.0,8.8,5.6,0.6,0.4,1.6,0.0,5.0,4.0,3.0,0.8,0.4,0.2,0.0,3.0,7.67,4.0,0.0,0.33,1.33,0.0,2.0,0.5,3.0,1.0,1.0,0.5,0.0
Amir Coffey,2023-24,12.0,9.42,3.25,1.42,0.33,0.25,0.0,11.0,6.64,2.09,0.82,1.0,0.36,0.0,10.0,1.9,1.9,0.5,0.2,0.1,0.0,11.0,5.09,1.73,1.18,0.36,0.18,0.0,12.0,8.42,1.75,1.25,0.67,0.25,0.0,14.0,7.21,1.93,1.21,0.86,0.07,0.0
John Collins,2023-24,9.0,13.44,7.22,1.78,0.67,0.67,0.0,11.0,16.0,6.45,1.0,0.45,0.82,0.0,11.0,15.45,10.64,1.18,0.64,0.91,0.0,8.0,12.88,8.62,0.88,0.25,0.38,0.0,16.0,16.94,8.69,1.06,0.81,1.5,0.0,13.0,14.31,8.77,1.0,0.54,0.69,0.0
Zach Collins,2023-24,11.0,11.36,5.91,2.73,0.27,1.0,0.0,12.0,9.25,5.33,3.25,0.33,0.58,0.0,9.0,14.22,5.89,3.56,0.78,0.67,0.0,11.0,11.55,5.73,3.36,0.45,1.18,0.0,13.0,10.15,4.46,2.31,0.85,0.46,0.0,13.0,11.77,5.15,2.0,0.31,0.69,0.0
Mike Conley,2023-24,12.0,11.42,2.92,6.0,1.67,0.08,0.0,12.0,14.92,2.83,6.0,0.58,0.08,0.0,11.0,8.91,3.27,6.91,1.36,0.27,0.0,12.0,10.33,3.17,6.0,1.0,0.17,0.0,16.0,12.56,2.38,5.75,1.38,0.31,0.0,13.0,10.0,2.85,5.0,0.92,0.38,0.0
Pat Connaughton,2023-24,13.0,5.46,2.92,3.15,0.69,0.38,0.0,11.0,5.36,2.91,1.27,0.36,0.55,0.0,13.0,6.23,3.69,2.38,0.92,0.23,0.0,15.0,4.73,3.6,1.4,0.47,0.13,0.0,11.0,4.27,2.36,2.64,0.55,0.18,0.0,13.0,7.62,3.15,1.92,0.15,0.08,0.0
Bilal Coulibaly,2023-24,11.0,7.0,2.45,1.36,1.0,0.73,0.0,11.0,10.27,4.64,2.0,1.18,1.18,0.0,12.0,8.92,4.17,1.92,0.5,0.83,0.0,13.0,7.85,4.62,1.77,0.92,0.77,0.0,6.0,6.83,4.17,1.5,0.17,0.67,0.0,10.0,9.2,4.3,1.8,1.4,0.3,0.0
Ricky Council IV,2023-24,5.0,7.2,1.4,0.6,0.0,0.0,0.0,5.0,6.6,1.8,0.6,0.2,0.0,0.0,6.0,2.33,0.83,0.17,0.0,0.0,0.0,7.0,4.14,0.43,0.14,0.14,0.14,0.0,5.0,2.6,1.6,0.4,0.2,0.0,0.0,4.0,12.0,3.5,1.5,1.25,0.0,0.0
Torrey Craig,2023-24,7.0,6.0,4.29,1.57,0.86,0.71,0.0,10.0,6.0,4.4,0.9,0.3,0.4,0.0,11.0,5.18,3.0,0.36,0.36,0.18,0.0,9.0,4.67,3.89,1.44,0.78,0.44,0.0,8.0,5.88,4.5,2.0,0.75,0.25,0.0,8.0,6.88,4.88,0.62,0.5,0.5,0.0
Jae Crowder,2023-24,9.0,7.33,3.22,1.33,0.67,0.22,0.0,8.0,5.12,3.88,1.38,1.0,0.12,0.0,8.0,6.5,3.88,2.0,0.25,0.25,0.0,10.0,4.8,2.0,1.0,1.0,0.2,0.0,6.0,9.0,3.0,1.17,1.0,0.0,0.0,9.0,5.67,3.56,1.11,0.67,0.22,0.0
Cade Cunningham,2023-24,12.0,21.42,4.75,8.42,1.42,0.42,0.0,12.0,23.42,3.83,6.5,0.83,0.5,0.0,11.0,22.18,5.0,8.82,1.09,0.0,0.0,12.0,23.75,3.83,6.58,0.75,0.5,0.0,7.0,27.14,5.0,7.14,0.57,0.43,0.0,8.0,18.5,3.62,7.38,0.5,0.25,0.0
Seth Curry,2023-24,7.0,8.43,2.14,1.0,1.29,0.14,0.0,11.0,5.45,2.0,1.82,0.36,0.27,0.0,7.0,6.14,1.14,0.57,0.14,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,3.62,1.25,0.88,0.25,0.25,0.0,10.0,3.2,1.3,0.6,0.6,0.0,0.0
Stephen Curry,2023-24,9.0,27.11,4.22,4.56,0.56,0.56,0.0,11.0,19.73,3.36,5.36,0.91,0.36,0.0,13.0,23.92,4.46,5.23,0.69,0.31,0.0,12.0,30.17,5.25,5.5,0.5,0.25,0.0,14.0,30.43,4.21,4.14,0.71,0.36,0.0,15.0,26.4,5.0,5.8,0.93,0.47,0.0
Dyson Daniels,2023-24,10.0,5.6,3.4,2.9,1.5,0.3,0.0,12.0,5.0,3.83,2.75,1.83,0.58,0.0,10.0,7.0,3.7,3.4,1.6,0.2,0.0,9.0,6.67,3.67,2.67,1.22,0.44,0.0,10.0,4.7,3.5,1.9,0.9,0.3,0.0,10.0,6.1,5.1,2.5,1.2,0.6,0.0
Anthony Davis,2023-24,13.0,23.08,12.38,3.92,1.62,2.92,0.0,12.0,26.42,13.17,4.0,0.92,2.58,0.0,13.0,24.23,12.23,3.85,1.08,1.92,0.0,11.0,24.09,13.45,3.18,0.73,2.27,0.0,15.0,24.6,12.33,3.53,1.13,2.27,0.0,12.0,25.83,12.5,2.42,1.67,2.08,0.0
Johnny Davis,2023-24,9.0,2.44,1.89,0.33,0.11,0.22,0.0,11.0,4.09,1.91,0.45,0.36,0.0,0.0,11.0,3.91,1.36,0.82,0.36,0.27,0.0,9.0,2.44,0.78,0.89,0.67,0.22,0.0,6.0,2.33,0.5,1.0,0.5,0.33,0.0,4.0,1.5,2.25,0.25,0.0,0.25,0.0
JD Davison,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,4.0,7.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.5,2.0,1.0,0.5,0.0,0.0,3.0,2.0,0.33,0.33,0.0,0.0,0.0
DeMar DeRozan,2023-24,13.0,23.23,5.08,5.92,1.15,0.54,0.0,14.0,22.71,4.21,5.43,0.71,0.57,0.0,14.0,24.5,4.0,4.71,1.57,0.43,0.0,14.0,25.71,4.43,5.07,1.07,0.5,0.0,12.0,23.25,3.58,5.33,0.92,1.08,0.0,12.0,24.58,4.5,5.58,1.42,0.33,0.0
Donte DiVincenzo,2023-24,14.0,14.36,3.71,2.64,1.36,0.57,0.0,16.0,14.12,3.38,2.94,1.56,0.31,0.0,14.0,15.79,3.86,3.07,0.93,0.57,0.0,13.0,18.08,3.31,2.62,1.54,0.62,0.0,13.0,17.54,3.69,2.77,1.23,0.46,0.0,11.0,13.45,4.18,1.73,1.27,0.09,0.0
Moussa Diabaté,2023-24,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.5,1.5,1.0,0.5,0.0,0.0,2.0,7.5,4.5,0.0,0.0,0.0,0.0,3.0,1.33,2.0,0.67,1.0,0.33,0.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0
Gradey Dick,2023-24,10.0,7.6,0.9,1.5,0.6,0.0,0.0,9.0,7.67,2.44,1.33,0.78,0.0,0.0,9.0,8.0,1.89,0.78,0.44,0.11,0.0,11.0,7.55,1.91,1.45,0.36,0.0,0.0,11.0,9.64,3.0,0.55,0.64,0.0,0.0,10.0,10.4,3.0,1.2,0.6,0.1,0.0
Ousmane Dieng,2023-24,10.0,3.4,1.8,1.2,0.1,0.0,0.0,4.0,2.5,1.25,0.75,0.25,0.25,0.0,7.0,5.43,1.57,1.29,0.57,0.43,0.0,6.0,3.33,0.83,1.17,0.17,0.17,0.0,4.0,6.5,2.25,1.5,0.25,0.0,0.0,2.0,2.5,1.5,0.0,0.0,0.0,0.0
Spencer Dinwiddie,2023-24,18.0,8.28,2.28,3.61,0.61,0.22,0.0,12.0,9.67,3.42,5.5,0.58,0.5,0.0,12.0,14.17,3.17,4.92,0.67,0.17,0.0,11.0,11.82,2.18,5.36,0.55,0.45,0.0,11.0,10.18,2.36,5.09,0.91,0.36,0.0,12.0,9.83,2.92,4.25,0.75,0.08,0.0
Luka Dončić,2023-24,12.0,35.08,8.83,9.08,1.67,0.17,0.0,13.0,32.62,9.69,9.85,0.77,0.46,0.0,10.0,30.6,9.2,10.1,1.7,0.5,0.0,10.0,35.4,8.6,9.2,1.7,0.6,0.0,12.0,36.33,9.33,10.83,1.17,0.83,0.0,13.0,33.0,9.62,9.69,1.62,0.69,0.0
Luguentz Dort,2023-24,14.0,11.86,3.86,1.07,0.93,0.86,0.0,13.0,10.77,4.15,1.31,0.77,0.46,0.0,13.0,13.69,3.62,2.23,0.77,0.77,0.0,12.0,11.42,3.33,1.92,0.92,0.42,0.0,12.0,9.0,3.08,1.17,1.08,0.67,0.0,15.0,8.73,3.47,1.0,1.0,0.4,0.0
Ayo Dosunmu,2023-24,14.0,10.36,3.14,3.14,0.64,0.43,0.0,13.0,10.23,2.77,3.08,0.69,0.31,0.0,14.0,12.43,4.07,3.07,0.79,0.43,0.0,13.0,12.62,2.08,3.38,0.92,0.92,0.0,11.0,13.45,2.18,3.64,1.27,0.18,0.0,11.0,14.55,2.55,2.82,1.18,0.55,0.0
Jeff Dowtin Jr.,2023-24,1.0,10.0,3.0,6.0,3.0,1.0,0.0,1.0,11.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.33,0.0,0.0,0.0,3.0,5.33,0.67,2.67,0.67,0.0,0.0,3.0,4.0,1.33,2.33,0.67,0.0,0.0
Andre Drummond,2023-24,14.0,9.57,10.57,0.57,0.93,1.29,0.0,14.0,7.57,9.29,0.21,0.86,0.5,0.0,15.0,9.07,10.73,0.53,1.2,0.6,0.0,13.0,7.62,7.46,0.23,0.69,0.15,0.0,12.0,9.33,7.58,0.75,1.08,0.5,0.0,11.0,6.91,7.36,0.55,0.73,0.55,0.0
Chris Duarte,2023-24,11.0,3.18,1.36,0.64,0.64,0.09,0.0,10.0,4.5,2.4,0.4,0.3,0.2,0.0,9.0,4.67,2.0,0.67,0.44,0.11,0.0,8.0,5.88,2.62,1.62,0.62,0.12,0.0,11.0,1.82,1.09,0.36,0.36,0.0,0.0,10.0,4.1,1.6,1.0,0.5,0.3,0.0
David Duke Jr.,2023-24,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,3.0,0.0,1.0,0.0,0.0,1.0,6.0,7.0,4.0,1.0,0.0,0.0
Kris Dunn,2023-24,11.0,4.27,2.91,3.91,1.45,0.45,0.0,7.0,2.14,2.86,3.43,0.86,0.71,0.0,9.0,6.67,2.33,4.56,0.89,0.33,0.0,12.0,6.5,3.75,4.42,0.58,0.33,0.0,12.0,5.5,2.25,2.83,1.5,0.67,0.0,15.0,6.07,2.93,3.93,0.87,0.2,0.0
Kevin Durant,2023-24,12.0,29.08,6.83,5.58,0.83,1.33,0.0,12.0,26.5,8.25,4.92,0.92,1.67,0.0,11.0,28.18,5.45,4.73,0.82,1.36,0.0,12.0,23.58,6.83,4.75,0.92,0.83,0.0,13.0,26.92,5.85,5.0,0.54,1.23,0.0,15.0,28.13,6.4,5.2,1.4,0.93,0.0
Jalen Duren,2023-24,10.0,11.4,9.6,1.4,0.3,0.8,0.0,12.0,14.0,10.58,2.42,0.08,0.58,0.0,12.0,16.17,11.92,2.67,0.42,0.67,0.0,10.0,12.9,12.2,3.0,0.9,0.8,0.0,9.0,13.56,13.33,3.11,0.89,1.0,0.0,8.0,14.25,12.62,1.75,0.88,0.88,0.0
Tari Eason,2023-24,5.0,11.2,7.4,1.6,1.4,0.8,0.0,5.0,8.6,6.4,1.2,1.6,0.8,0.0,1.0,16.0,8.0,1.0,2.0,0.0,0.0,2.0,11.5,7.0,0.0,0.5,2.0,0.0,6.0,10.17,7.67,1.67,1.67,0.83,0.0,3.0,5.33,5.33,0.67,1.0,0.67,0.0
Anthony Edwards,2023-24,11.0,27.45,6.36,5.64,0.91,0.09,0.0,13.0,24.85,5.15,5.08,1.31,0.69,0.0,13.0,24.15,5.15,4.92,1.54,0.38,0.0,11.0,29.0,7.0,5.18,1.18,0.64,0.0,16.0,24.19,5.0,4.56,1.31,0.88,0.0,15.0,26.93,4.6,5.53,1.33,0.4,0.0
Kessler Edwards,2023-24,9.0,1.78,0.56,0.0,0.11,0.0,0.0,9.0,2.33,0.78,0.22,0.22,0.0,0.0,5.0,1.8,0.8,0.0,0.2,0.0,0.0,8.0,2.0,1.12,0.62,0.38,0.25,0.0,12.0,1.25,0.67,0.25,0.08,0.08,0.0,11.0,1.45,0.82,0.45,0.18,0.09,0.0
Keon Ellis,2023-24,11.0,3.73,2.27,2.45,0.64,0.82,0.0,8.0,1.0,1.25,1.25,0.5,0.12,0.0,5.0,6.8,4.0,0.8,1.2,0.2,0.0,6.0,7.0,2.33,2.33,1.33,0.67,0.0,14.0,8.14,2.43,1.21,1.36,0.64,0.0,13.0,5.46,1.62,1.0,0.54,0.38,0.0
Joel Embiid,2023-24,5.0,34.2,10.2,5.8,1.2,2.2,0.0,4.0,24.25,7.5,3.0,0.75,1.0,0.0,9.0,34.0,12.67,6.44,1.0,2.0,0.0,6.0,34.67,9.17,4.83,1.33,1.17,0.0,10.0,38.0,11.7,5.8,1.6,1.8,0.0,5.0,38.2,12.6,6.6,0.8,1.6,0.0
Drew Eubanks,2023-24,14.0,6.14,4.93,0.64,0.43,0.79,0.0,12.0,5.58,3.92,0.92,0.33,0.83,0.0,11.0,5.0,4.27,0.64,0.45,0.55,0.0,12.0,3.42,4.5,0.75,0.17,0.58,0.0,14.0,5.21,4.29,0.86,0.36,0.71,0.0,12.0,4.75,3.75,1.25,0.42,1.42,0.0
Tosan Evbuomwan,2023-24,4.0,6.75,3.5,1.0,0.25,0.25,0.0,4.0,6.25,5.0,1.5,0.5,0.25,0.0,2.0,5.5,2.0,0.0,0.0,0.5,0.0,4.0,4.5,2.25,0.75,0.25,0.25,0.0,1.0,7.0,7.0,1.0,0.0,1.0,0.0,2.0,6.5,3.0,1.0,1.0,0.0,0.0
Danté Exum,2023-24,9.0,8.22,3.0,4.22,0.67,0.0,0.0,12.0,6.83,1.83,2.92,0.25,0.08,0.0,8.0,5.75,3.12,1.88,0.62,0.0,0.0,7.0,4.71,3.43,3.0,0.29,0.0,0.0,7.0,11.43,3.57,2.29,0.43,0.43,0.0,12.0,9.42,2.17,2.67,0.25,0.08,0.0
Bruno Fernando,2023-24,9.0,7.11,3.78,1.22,0.44,0.67,0.0,9.0,6.11,4.56,0.89,0.44,0.33,0.0,7.0,8.57,4.14,0.86,0.57,0.43,0.0,9.0,6.0,4.33,1.0,0.56,0.56,0.0,4.0,4.25,5.75,1.5,1.0,1.5,0.0,7.0,4.57,3.86,0.86,0.57,0.71,0.0
Dorian Finney-Smith,2023-24,11.0,10.09,5.0,2.09,0.18,0.55,0.0,10.0,8.0,4.1,1.6,0.3,0.4,0.0,11.0,9.09,4.45,2.09,1.0,0.73,0.0,15.0,9.2,4.87,1.27,0.73,0.67,0.0,10.0,7.3,4.3,1.4,1.1,0.5,0.0,11.0,7.09,5.09,1.09,1.64,0.45,0.0
Adam Flagler,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Malachi Flynn,2023-24,15.0,3.53,1.07,1.87,0.4,0.13,0.0,11.0,6.55,2.0,1.64,0.82,0.09,0.0,12.0,3.67,1.5,2.0,0.17,0.17,0.0,13.0,10.69,2.46,2.62,1.08,0.23,0.0,9.0,4.78,1.56,1.11,0.56,0.0,0.0,9.0,3.22,1.33,1.78,0.22,0.0,0.0
Simone Fontecchio,2023-24,8.0,10.25,4.0,1.38,0.75,0.38,0.0,9.0,9.89,4.22,2.22,0.89,0.11,0.0,11.0,13.0,3.82,1.55,0.73,0.36,0.0,12.0,10.58,3.17,1.25,0.5,0.25,0.0,12.0,6.5,3.92,2.0,0.67,0.42,0.0,14.0,12.36,3.5,1.0,0.57,0.5,0.0
De'Aaron Fox,2023-24,12.0,26.58,5.25,7.67,2.58,0.58,0.0,11.0,25.91,4.55,4.91,1.45,0.36,0.0,11.0,22.36,4.27,5.55,1.27,0.36,0.0,11.0,27.91,4.36,4.91,3.0,0.45,0.0,15.0,25.67,4.4,6.0,1.93,0.53,0.0,14.0,30.29,4.71,4.79,1.93,0.21,0.0
Markelle Fultz,2023-24,7.0,6.86,2.0,2.43,0.86,0.57,0.0,6.0,7.67,2.33,3.33,1.33,0.67,0.0,7.0,6.14,3.57,2.43,0.71,0.14,0.0,7.0,7.71,3.57,2.14,0.86,0.29,0.0,9.0,8.22,4.0,3.11,1.44,0.11,0.0,7.0,10.0,3.43,3.29,0.57,0.43,0.0
Daniel Gafford,2023-24,14.0,12.07,8.14,1.71,0.93,2.14,0.0,11.0,8.55,5.64,2.0,0.55,1.82,0.0,12.0,10.0,8.5,1.58,1.25,2.33,0.0,15.0,11.67,7.0,1.4,0.73,2.13,0.0,11.0,10.0,7.09,1.0,0.45,1.55,0.0,11.0,13.27,9.18,1.64,1.36,2.36,0.0
Darius Garland,2023-24,9.0,20.56,2.44,8.22,0.56,0.22,0.0,11.0,16.73,3.09,6.0,1.82,0.09,0.0,10.0,16.8,2.3,7.3,0.8,0.0,0.0,9.0,18.89,3.44,7.11,1.56,0.11,0.0,6.0,18.67,1.83,4.33,1.0,0.0,0.0,12.0,17.42,2.58,5.83,1.75,0.25,0.0
Luka Garza,2023-24,3.0,4.0,2.33,0.0,0.67,0.33,0.0,7.0,2.43,0.86,0.29,0.14,0.0,0.0,2.0,12.0,1.5,0.5,0.5,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,4.2,1.0,0.0,0.0,0.0,0.0,7.0,3.29,1.29,0.14,0.0,0.0,0.0
Keyonte George,2023-24,12.0,15.17,3.17,3.92,0.5,0.25,0.0,12.0,15.08,2.92,3.83,0.08,0.08,0.0,11.0,11.45,2.27,3.64,0.55,0.0,0.0,11.0,12.09,1.91,5.0,0.27,0.09,0.0,16.0,12.19,3.25,5.19,0.81,0.12,0.0,13.0,12.08,3.08,4.69,0.54,0.0,0.0
Paul George,2023-24,14.0,21.29,5.14,3.21,1.0,0.5,0.0,14.0,22.0,4.93,3.0,1.57,0.43,0.0,9.0,23.78,5.44,4.67,1.78,0.67,0.0,10.0,20.2,4.1,3.5,1.3,0.4,0.0,12.0,23.08,5.75,3.58,1.75,0.25,0.0,15.0,24.8,5.87,3.67,1.8,0.73,0.0
Taj Gibson,2023-24,5.0,0.8,1.0,1.0,0.0,0.6,0.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,3.5,1.0,0.0,0.0,0.0,5.0,2.8,2.4,0.6,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.86,1.57,0.14,0.0,0.29,0.0
Josh Giddey,2023-24,14.0,12.0,7.36,5.36,0.71,0.36,0.0,14.0,11.36,6.21,3.36,0.5,0.29,0.0,13.0,10.92,5.54,3.92,0.46,0.77,0.0,12.0,13.0,6.08,6.17,0.58,0.33,0.0,12.0,17.33,7.67,5.17,0.5,0.92,0.0,15.0,10.2,5.8,5.13,1.0,0.67,0.0
Shai Gilgeous-Alexander,2023-24,14.0,31.0,5.57,6.14,2.0,0.57,0.0,12.0,28.92,4.83,5.33,2.08,1.0,0.0,13.0,31.77,6.15,7.31,2.0,1.62,0.0,10.0,27.5,5.4,6.6,1.6,1.0,0.0,11.0,29.27,5.91,6.18,2.18,0.18,0.0,15.0,30.87,5.33,5.73,2.07,0.93,0.0
Anthony Gill,2023-24,8.0,6.0,2.38,0.62,0.12,0.0,0.0,11.0,5.18,2.64,0.55,0.09,0.82,0.0,10.0,3.2,1.1,0.4,0.4,0.1,0.0,6.0,1.33,1.5,0.83,0.0,0.0,0.0,8.0,5.25,2.88,1.38,0.75,0.12,0.0,7.0,0.29,0.43,0.43,0.14,0.0,0.0
Collin Gillespie,2023-24,4.0,2.25,1.25,2.0,0.5,0.0,0.0,3.0,4.67,0.67,1.0,0.67,0.0,0.0,3.0,2.67,1.67,1.0,0.67,0.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,8.0,2.25,0.25,0.5,0.38,0.0,0.0,5.0,7.0,1.2,1.6,0.8,0.0,0.0
Rudy Gobert,2023-24,11.0,12.18,12.36,1.36,0.27,2.36,0.0,10.0,12.2,12.7,2.0,1.0,2.4,0.0,13.0,15.62,12.54,1.08,0.38,2.31,0.0,12.0,14.92,13.58,1.25,1.08,2.08,0.0,15.0,15.47,14.67,1.33,0.67,2.33,0.0,15.0,12.73,11.53,1.2,0.73,1.47,0.0
Jordan Goodwin,2023-24,11.0,6.91,3.82,2.27,0.91,0.18,0.0,7.0,6.14,5.29,3.86,1.14,0.29,0.0,6.0,5.0,2.33,3.5,0.33,0.33,0.0,8.0,7.5,3.75,1.62,0.5,0.12,0.0,15.0,7.6,5.73,3.2,1.13,0.53,0.0,10.0,4.5,4.4,2.1,0.7,0.3,0.0
Aaron Gordon,2023-24,11.0,13.0,7.09,3.73,1.18,0.27,0.0,12.0,13.42,6.25,3.17,0.75,0.83,0.0,11.0,17.36,7.0,4.0,0.64,0.27,0.0,12.0,13.5,6.0,2.67,0.58,0.67,0.0,13.0,13.85,5.54,3.38,0.62,0.31,0.0,14.0,12.57,6.93,4.29,0.86,1.21,0.0
Eric Gordon,2023-24,11.0,9.27,1.82,2.27,0.82,0.27,0.0,10.0,13.1,2.1,2.2,1.2,1.0,0.0,11.0,13.36,1.91,1.82,1.27,0.45,0.0,12.0,10.08,1.42,1.58,0.58,0.33,0.0,9.0,12.0,1.44,2.44,1.0,0.44,0.0,15.0,9.33,2.0,2.07,1.0,0.27,0.0
Jerami Grant,2023-24,12.0,22.5,3.75,3.42,1.25,0.33,0.0,9.0,14.67,2.0,1.89,1.0,0.56,0.0,6.0,21.83,4.0,2.67,0.83,0.67,0.0,7.0,22.29,4.14,2.0,0.57,1.29,0.0,10.0,25.9,4.6,3.6,0.5,0.3,0.0,10.0,18.4,2.9,2.8,0.7,0.9,0.0
AJ Green,2023-24,10.0,8.6,1.8,1.0,0.3,0.3,0.0,7.0,3.43,1.29,0.43,0.14,0.0,0.0,14.0,4.86,1.21,0.57,0.21,0.0,0.0,10.0,2.8,0.8,0.6,0.0,0.1,0.0,9.0,3.89,0.89,0.11,0.22,0.0,0.0,6.0,1.83,0.67,0.33,0.0,0.0,0.0
Draymond Green,2023-24,8.0,7.25,6.0,4.62,0.62,0.62,0.0,9.0,10.56,7.11,5.22,1.44,0.89,0.0,10.0,9.2,7.3,6.4,1.5,1.1,0.0,9.0,7.89,7.78,4.33,0.67,0.89,0.0,6.0,8.0,9.17,8.17,1.0,1.17,0.0,13.0,8.54,6.77,7.38,0.77,0.62,0.0
Jalen Green,2023-24,14.0,20.57,5.43,3.71,0.93,0.29,0.0,14.0,16.07,4.07,4.21,0.21,0.43,0.0,12.0,15.92,3.83,3.33,1.08,0.25,0.0,12.0,18.92,5.33,4.08,0.83,0.33,0.0,15.0,22.67,5.4,2.93,0.8,0.47,0.0,15.0,22.6,6.6,3.13,1.0,0.27,0.0
Javonte Green,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,6.0,1.0,0.0,1.0,0.0,3.0,13.0,9.67,0.67,0.67,0.67,0.0,2.0,13.0,8.0,1.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,14.0,5.33,0.0,1.67,0.67,0.0
Jeff Green,2023-24,13.0,8.62,2.46,0.85,0.31,0.77,0.0,14.0,8.57,2.64,1.0,0.14,0.5,0.0,11.0,4.73,2.09,0.27,0.27,0.27,0.0,12.0,6.67,2.75,1.33,0.25,0.42,0.0,14.0,4.36,2.0,0.79,0.14,0.29,0.0,14.0,6.0,1.79,1.07,0.14,0.14,0.0
Josh Green,2023-24,9.0,7.78,4.67,2.0,0.89,0.33,0.0,11.0,8.91,2.64,2.36,0.91,0.0,0.0,9.0,7.11,2.11,2.56,0.67,0.33,0.0,7.0,9.43,3.57,2.0,0.57,0.14,0.0,12.0,8.67,3.92,2.58,1.08,0.17,0.0,9.0,7.44,2.44,2.0,0.67,0.0,0.0
Quentin Grimes,2023-24,10.0,7.8,2.4,0.9,0.6,0.0,0.0,9.0,7.89,2.22,1.33,0.67,0.11,0.0,10.0,7.0,1.9,1.5,0.8,0.2,0.0,9.0,6.89,1.56,1.44,0.44,0.33,0.0,6.0,6.5,2.17,1.5,0.83,0.0,0.0,7.0,5.57,1.43,1.14,0.86,0.14,0.0
Mouhamed Gueye,2023-24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.67,2.0,0.33,0.67,0.0,0.0,1.0,3.0,7.0,3.0,1.0,1.0,0.0,1.0,19.0,9.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rui Hachimura,2023-24,12.0,15.33,4.92,1.17,0.08,0.42,0.0,11.0,16.18,5.27,0.91,0.36,0.55,0.0,9.0,12.22,2.89,0.78,0.89,0.22,0.0,11.0,11.91,3.55,1.09,0.64,0.09,0.0,13.0,11.15,3.38,1.15,0.77,0.38,0.0,12.0,14.58,5.67,1.92,0.92,0.5,0.0
Tyrese Haliburton,2023-24,11.0,18.0,4.36,10.73,1.18,0.73,0.0,11.0,24.82,4.91,12.27,1.27,0.73,0.0,14.0,18.86,3.07,12.07,1.43,0.57,0.0,12.0,20.75,4.08,9.92,1.0,0.75,0.0,11.0,21.09,3.36,9.73,1.09,0.73,0.0,10.0,17.3,4.0,10.4,1.2,0.7,0.0
Tim Hardaway Jr.,2023-24,13.0,10.15,2.38,1.31,0.15,0.0,0.0,14.0,11.57,3.07,1.71,0.57,0.14,0.0,11.0,19.09,3.27,2.0,0.73,0.0,0.0,10.0,13.8,3.2,2.2,0.4,0.2,0.0,15.0,16.53,2.87,1.6,0.67,0.13,0.0,16.0,15.56,4.31,1.88,0.62,0.0,0.0
